Course number,Course title,Units,Type,Registered,Instructor,term,class_abbr
PPDE-637,Urban Mass Transit,4.0,Lecture,31.0,Lisa Schweitzer,20183,PPDE
PPDE-645,Financial Management of Nonprofit Organizations,4.0,Lecture,21.0,Linda Sanner,20183,PPDE
PPDE-646,Grant Writing Practicum,2.0,Lecture,17.0,Kimberly Tso,20183,PPDE
PPDE-649,"International Development NGOs: Theory, Policy and Manageme",4.0,Lecture,13.0,Rym Kaki,20183,PPDE
PPDE-662,China from a US Policy Perspective,4.0,Lecture,14.0,Eric Heikkila,20183,PPDE
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,27.0,Tj McCarthy,20183,PPDE
PLUS-653,Leading Change and Innovation in Urban Communities,4.0,Lecture,16.0,Peter Robertson,20183,PLUS
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0,Lecture,1.0,,20183,PLUS
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0,Lecture,1.0,,20183,PLUS
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0,Lecture,3.0,,20183,PLUS
RED-362,Real Estate Development Fundamentals,4.0,Lecture,43.0,Marylynne Boorn,20183,RED
RED-362,Real Estate Development Fundamentals,4.0,Lecture,39.0,Jorge De La Roca,20183,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,30.0,John Loper,20183,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,23.0,John Loper,20183,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,32.0,John Loper,20183,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,20183,RED
RED-398,Residential Properties,4.0,Lecture,25.0,Aleks Baharlo,20183,RED
RED-398,Retail Properties,4.0,Lecture,32.0,Bret Nielsen,20183,RED
RED-417,History of Planning and Development,4.0,Lecture,58.0,Cara Mullio,20183,RED
RED-417,History of Planning and Development,4.0,Lecture,73.0,David Sloane,20183,RED
RED-425,Designing Livable Communities,4.0,Lecture,22.0,Elizabeth Falletta,20183,RED
RED-425,Designing Livable Communities,4.0,Lecture,23.0,Elizabeth Falletta,20183,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,27.0,James Howard,20183,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,29.0,Rebecca Morris,20183,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,24.0,John Loper,20183,RED
RED-509,Market Analysis for Real Estate,4.0,Lecture,34.0,Marylynne Boorn,20183,RED
RED-510,Real Estate Practice and Principles,4.0,Lecture,30.0,Joel Bryant,20183,RED
RED-511,Foundations of Real Estate Analysis,4.0,Lecture,13.0,Dan Akins,20183,RED
RED-542,Finance of Real Estate Development,3.0,Lecture,12.0,Alon Kraft Babak Ziai,20183,RED
RED-542,Finance of Real Estate Development,3.0,Lab,11.0,Iain Gulin,20183,RED
RED-544,Real Estate Capital Markets,2.0,Lecture,30.0,Shlomi Ronen,20183,RED
RED-551,The Approval Process,4.0,Lecture,17.0,Michael Keston,20183,RED
RED-562,Legal Issues in Real Estate Development,4.0,Lecture,11.0,Keith Allen-Niesen,20183,RED
RED-563,Introduction to the Asset Management of Real Estate,2.0,Lecture,18.0,Stanley Iezman,20183,RED
RED-574,Building Typologies,2.0,Lecture,32.0,Carl Meyer Shawn Godkin,20183,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",Lecture,19.0,Nam Joe,20183,RED
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,23.0,Darryl Brown,20183,HMGT
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,22.0,Darryl Brown,20183,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,33.0,Wayne Sass,20183,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,15.0,Nathan Degodt,20183,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,38.0,Stanley Augustine,20183,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,14.0,Stanley Augustine,20183,HMGT
HMGT-565,Managing the Organization&apos;s Financial Health,4.0,Lecture,19.0,Lisa Ozaeta,20183,HMGT
HMGT-570,Strategic Management,4.0,Lecture,35.0,Jeffrey West,20183,HMGT
HMGT-570,Strategic Management,4.0,Lecture,23.0,Nicholas Merkin,20183,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,26.0,Michael Harris,20183,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,15.0,Glenn Melnick,20183,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,18.0,Gary Blackard,20183,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,16.0,Michael Harris,20183,HMGT
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,43.0,Aggie Afarinesh,20182,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,9.0,Jason Neville,20182,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,1.0,Jennifer Hsu,20182,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,1.0,Jennifer Hsu,20182,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,19.0,Bill Kelly,20182,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,25.0,William Leach,20182,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,26.0,Tj McCarthy,20182,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,11.0,Brandon De Bruhl,20182,PPD
PPD-501b,"Economics for Policy, Planning and Development",2.0,Lecture,18.0,Tj McCarthy,20182,PPD
PPD-501b,"Economics for Policy, Planning and Development",2.0,Lecture,11.0,Brandon De Bruhl,20182,PPD
PPD-502x,Statistical Foundations for Public Management and Policy,2.0,Lecture,18.0,Andrew Mc Eachin,20182,PPD
PPD-502x,Statistical Foundations for Public Management and Policy,2.0,Lecture,36.0,Andrew Mc Eachin,20182,PPD
PPD-502x,Statistical Foundations for Public Management and Policy,2.0,Lecture,18.0,John Calanni,20182,PPD
PPD-511,Health Information Systems,2.0,Lecture,39.0,Matthew Lazari,20182,PPD
PPD-511,Health Information Systems,2.0,Lecture,34.0,Matthew Lazari,20182,PPD
PPD-511,Health Information Systems,2.0,Lecture,21.0,Joan Brown,20182,PPD
PPD-511,Health Information Systems,2.0,Lecture,11.0,Joan Brown,20182,PPD
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,28.0,Philip Dalton,20182,PPD
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,41.0,Philip Dalton,20182,PPD
PPD-540,Public Administration and Society,4.0,Lecture,16.0,Matthew Wheeler,20182,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,19.0,Juliet Musso Stephen Shea,20182,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,27.0,Juliet Musso Gentian Droboniku,20182,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,11.0,Jennifer Miller,20182,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,17.0,Lois Takahashi,20182,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,7.0,Peter Robertson,20182,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,24.0,John Calanni,20182,PPD
PPD-560,Methods for Policy Analysis,4.0,Lecture,3.0,Mark Phillips,20182,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,9.0,Rym Kaki Joyce Mann,20182,PPD
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0,Lecture,14.0,Kacy Martin,20182,PPD
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,9.0,Robert Myrtle Joanna Yu,20182,PPD
PPD-589,Port Engineering: Planning and Operations,3.0,Lecture,7.0,Hanh Le-Griffin,20182,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,4.0,Jennifer Hsu,20182,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,1.0,Jennifer Hsu,20182,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,2.0,Valerie Savior,20182,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,20182,PPD
PPD-599,Social and Nonprofit Marketing,4.0,Lecture,14.0,Howard Greenwald,20182,PPD
PPD-613b,"Policy, Planning, and Development International Laboratory","3.0 units, max 6",Lecture,19.0,Michael Nichol,20182,PPD
PPD-613b,"Policy, Planning, and Development International Laboratory","3.0 units, max 6",Lecture,26.0,Marlon Boarnet,20182,PPD
PPD-628,Urban Planning and Social Policy,4.0,Lecture,20.0,William Leach,20182,PPD
PPD-642,Strategic Leadership of Organizations,4.0,Lecture,22.0,Carol Geffner,20182,PPD
PPD-647,Finance of the Public Sector,4.0,Lecture,14.0,Michael Thom,20182,PPD
PPD-658,Advocacy in Public Administration,4.0,Lecture,18.0,Matthew Wheeler,20182,PPD
PPD-664,Contract Management,2.0,Lecture,12.0,Tomson Ong,20182,PPD
PPD-667,Public Ethics,4.0,Lecture,25.0,Terry Cooper,20182,PPD
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,14.0,Tara Blanc,20182,PPD
PPD-684,Leadership Development in the Public and Nonprofit Sectors,2.0,Lecture,17.0,Ann Reyes,20182,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0,Lecture,25.0,Tara Blanc,20182,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,10.0,Jennifer Hsu,20182,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,11.0,Jennifer Hsu,20182,PPD
PPDE-589,"Public Policy and Administration in the European Union, Germ",6.0,Lecture,15.0,William Resh,20182,PPDE
PPDE-628,Introduction to Lean Health Care,2.0,Lecture,14.0,Kevin Kaldjian,20182,PPDE
PPDE-648,Performance Management,2.0,Lecture,9.0,Paul Bentley,20182,PPDE
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,20.0,John Loper,20182,RED
RED-500,Real Estate Development and the Economy,2.0,Lecture,19.0,Tony Salazar,20182,RED
RED-541,Finance Fundamentals for Real Estate Development,2.0,Lecture,11.0,Terri Dickerhoff,20182,RED
RED-542,Finance of Real Estate Development,3.0,Lecture,18.0,John Loper,20182,RED
RED-542,Finance of Real Estate Development,3.0,Lab,18.0,Iain Gulin,20182,RED
RED-547,Project Management and Construction,2.0,Lecture,15.0,Dennis Watsabaugh,20182,RED
RED-547,Project Management and Construction,2.0,Lecture,15.0,Dennis Watsabaugh,20182,RED
RED-551,The Approval Process,4.0,Lecture,15.0,Allan Kotin Nicole Kuklok-Waldman,20182,RED
RED-573,Design History and Criticism,2.0,Lecture,18.0,Elizabeth Falletta,20182,RED
RED-573,Design History and Criticism,2.0,Lecture,10.0,Elizabeth Falletta,20182,RED
RED-585,Comparative International Development Workshop,2.0-4.0 units,Lecture,20.0,Richard Green,20182,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,1.0,Jennifer Hsu,20182,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",Lecture,8.0,Carl Meyer,20182,RED
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,22.0,Darryl Brown,20182,HMGT
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,23.0,Darryl Brown,20182,HMGT
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,24.0,Patrick Anderson,20182,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,22.0,Wayne Sass,20182,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,7.0,Jeremy Zoch,20182,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,18.0,Paul Ginsburg,20182,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,6.0,Paul Ginsburg,20182,HMGT
HMGT-565,Managing the Organization&apos;s Financial Health,4.0,Lecture,20.0,Samuel King,20182,HMGT
HMGT-565,Managing the Organization&apos;s Financial Health,4.0,Lecture,13.0,Joe Nihom,20182,HMGT
HMGT-600,Managing Risk,2.0,Lecture,20.0,Michael Harris,20182,HMGT
HMGT-600,Managing Risk,2.0,Lecture,15.0,Michael Harris,20182,HMGT
HMGT-600,Managing Risk,2.0,Lecture,23.0,Gary Blackard,20182,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,23.0,Michael Harris,20182,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,22.0,Gregory Chesley,20182,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,28.0,Nicholas Merkin,20182,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,22.0,Nathan Degodt,20182,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,13.0,Agatha King,20182,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,23.0,Nathan Degodt,20182,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,18.0,Paveljit Bindra,20182,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,12.0,Paveljit Bindra,20182,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,28.0,Stanley Augustine,20182,HMGT
PPD-225,Public Policy and Management,4.0,Lecture,62.0,Janna Rezaee,20181,PPD
PPD-225,Public Policy and Management,4.0,Lecture,52.0,Lori Glasgow,20181,PPD
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,25.0,Diane Yoder,20181,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,45.0,Dowell Myers,20181,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,38.0,Lisa Schweitzer,20181,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,48.0,Todd Gish,20181,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0,Lecture,28.0,Lavonna Lewis,20181,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,24.0,Aggie Afarinesh,20181,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,22.0,Donna Ghalambor,20181,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,42.0,Emma Aguila Vega,20181,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,24.0,Ray Gonzales,20181,PPD
PPD-314,Public Policy and Law,4.0,Lecture,44.0,Stephen Pfahler,20181,PPD
PPD-320,Organizational Behavior in Public Administration,4.0,Lecture,14.0,Howard Greenwald,20181,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,20.0,Neeraj Sood,20181,PPD
PPD-330,Introduction to Health Care Systems,4.0,Lecture,25.0,Michael Harris,20181,PPD
PPD-357,Government and Business,4.0,Lecture,16.0,Michael Thom,20181,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0,Lecture,23.0,Lee White,20181,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0,Lecture,38.0,Cara Esposito,20181,PPD
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,7.0,Jennifer Miller,20181,PPD
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,29.0,Jennifer Miller,20181,PPD
PPD-382,International Development,4.0,Lecture,11.0,Peter Robertson,20181,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,32.0,Marlon Boarnet,20181,PPD
PPD-402,Management of Public and Nonprofit Organizations,4.0,Lecture,33.0,Paul Zdunek,20181,PPD
PPD-407,Financial Management of Public and Nonprofit Organizations,4.0,Lecture,17.0,Robert Smythe,20181,PPD
PPD-410,Comparative Urban Development,4.0,Lecture,35.0,Grace Dyrness,20181,PPD
PPD-412,GeoDesign Practicum,4.0,Lecture-Lab,16.0,Travis Longcore,20181,PPD
PPD-414,Community Health Policy and Planning,4.0,Lecture,16.0,Lavonna Lewis,20181,PPD
PPD-415,Health Policy,4.0,Lecture,12.0,Darius Lakdawalla,20181,PPD
PPD-427L,Geographic Information Systems and Planning Applications,4.0,Lecture-Lab,18.0,Daniel Inloes Jr,20181,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,33.0,Donald Spivack,20181,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,33.0,Jason Neville,20181,PPD
PPD-478,Social Innovation,4.0,Lecture,30.0,Nicolas Duquette,20181,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,1.0,Jennifer Hsu,20181,PPD
PPD-497b,Senior Thesis,2.0,Lecture,7.0,Jennifer Hsu,20181,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,28.0,Bill Kelly,20181,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,27.0,Frank Zerunyan,20181,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,29.0,Bill Kelly,20181,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,22.0,Frank Zerunyan,20181,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,12.0,Edward Medrano Stacy Mungo Flanigan,20181,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,24.0,Paul Danczyk Jei Africa,20181,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,12.0,Dian Johnson Harrison,20181,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,74.0,Jorge De La Roca Suzanne Alexander,20181,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,20.0,Ke Ye,20181,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,44.0,John Calanni,20181,PPD
PPD-501b,"Economics for Policy, Planning and Development",2.0,Lecture,39.0,Jorge De La Roca,20181,PPD
PPD-501b,"Economics for Policy, Planning and Development",2.0,Lecture,45.0,John Calanni,20181,PPD
PPD-510a,Financial Management of Health Services,4.0,Lecture,34.0,Lannie Tonnu,20181,PPD
PPD-510a,Financial Management of Health Services,4.0,Lecture,32.0,John Raffoul,20181,PPD
PPD-510b,Financial Management of Health Services,2.0,Lecture,7.0,Denny Hooten,20181,PPD
PPD-511,Health Information Systems,2.0,Lecture,29.0,Michael Palacios,20181,PPD
PPD-511,Health Information Systems,2.0,Lecture,20.0,Michael Palacios,20181,PPD
PPD-512,Health Administration Residency Seminar,2.0,Lecture,62.0,Michael Low,20181,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,21.0,Jason Doctor,20181,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,28.0,Jason Doctor,20181,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,22.0,Ian Spatz,20181,PPD
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,28.0,Philip Dalton,20181,PPD
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,36.0,Philip Dalton,20181,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,35.0,Amy Howell,20181,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,35.0,Donald Hufford,20181,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,20.0,Paveljit Bindra,20181,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,16.0,Paveljit Bindra,20181,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,16.0,Gary Blackard,20181,PPD
PPD-526,Comparative International Development,2.0,Lecture,59.0,Tridib Banerjee,20181,PPD
PPD-527,The Social Context of Planning,2.0,Lecture,67.0,La Mikia Castillo,20181,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,20.0,Melani Smith,20181,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,14.0,Eric Shen,20181,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,11.0,Donald Spivack,20181,PPD
PPD-540,Public Administration and Society,4.0,Lecture,17.0,Matthew Wheeler,20181,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,23.0,Michael Thom,20181,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,32.0,Daniel Jordan,20181,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,41.0,Michelle Caldwell,20181,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,25.0,Michael Thom,20181,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,24.0,Brandon De Bruhl,20181,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,41.0,Gregory Midgette,20181,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,14.0,William Leach,20181,PPD
PPD-543,Internship Seminar,1.0,Lecture,14.0,Allyson Himelstein,20181,PPD
PPD-543,Internship Seminar,1.0,Lecture,7.0,Valerie Savior,20181,PPD
PPD-543,Internship Seminar,1.0,Lecture,12.0,Dian Johnson Harrison,20181,PPD
PPD-545,Human Behavior in Public Organizations,4.0,Lecture,14.0,Janet Denhardt,20181,PPD
PPD-545,Human Behavior in Public Organizations,4.0,Lecture,28.0,Kelly Rawlings,20181,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,25.0,Peter Robertson,20181,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,17.0,Diane Yoder,20181,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,24.0,G Foster Kerrison,20181,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,22.0,Lois Takahashi,20181,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,20.0,Dr Dora Kingsley Vertenten,20181,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,21.0,William Leach,20181,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,16.0,Dr Dora Kingsley Vertenten,20181,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,40.0,Pamela McCann,20181,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,23.0,Pamela McCann,20181,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,21.0,Gayla Kraetsch-Hartsough,20181,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,11.0,John Shirey,20181,PPD
PPD-557,Modeling and Operations Research,4.0,Lecture,27.0,Jeffrey Smith,20181,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,23.0,Jonathan Eyer,20181,PPD
PPD-560,Methods for Policy Analysis,4.0,Lecture,34.0,Tj McCarthy,20181,PPD
PPD-560,Methods for Policy Analysis,4.0,Lecture,38.0,Tj McCarthy,20181,PPD
PPD-561b,Policy Analysis Practicum,3.0,Lecture,23.0,Dan Mazmanian,20181,PPD
PPD-561b,Policy Analysis Practicum,3.0,Lecture,27.0,Gary Painter,20181,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,6.0,Susan Sinclair,20181,PPD
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,8.0,Glenn Melnick,20181,PPD
PPD-587,Risk Analysis,4.0,Lecture,15.0,Detlof Von Winterfeldt,20181,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,11.0,Jennifer Hsu,20181,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,2.0,Valerie Savior,20181,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,20181,PPD
PPD-599,Hot Topics in Health Policy,2.0,Lecture,10.0,William Barcellona,20181,PPD
PPD-599,"Race, Arts, and Placemaking",4.0,Lecture,9.0,Annette Kim,20181,PPD
PPD-599,Economics Analysis of Education Policy,4.0,Lecture,10.0,Andrew Mc Eachin,20181,PPD
PPD-599,"Homegrown Violent Extremism: Perception, Prediction, and Policy",4.0,Lecture,32.0,Erroll Southers,20181,PPD
PPD-599,Local Government Policy and Governance,4.0,Lecture,10.0,Rodney Gould,20181,PPD
PPD-600,Management of Managed Care Organizations,2.0,Lecture,14.0,Barbara Ladon,20181,PPD
PPD-604,Seminar in Hospital Administration,4.0,Lecture,16.0,Josh Hyatt,20181,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,23.0,Simran Sahny,20181,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,14.0,Simran Sahny,20181,PPD
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,16.0,Michael Nichol,20181,PPD
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,26.0,Marlon Boarnet,20181,PPD
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,2.0,Michael Nichol,20181,PPD
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,4.0,Michael Nichol,20181,PPD
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,2.0,Marlon Boarnet,20181,PPD
PPD-616,Participatory Methods in Planning and Policy,4.0,Lecture,21.0,Katherine Perez,20181,PPD
PPD-620,General Plans,4.0,Lecture,12.0,Woodie Tescher,20181,PPD
PPD-623,Community Development and Site Planning,4.0,Lecture,13.0,Elizabeth Falletta,20181,PPD
PPD-625,Planning and Economic Development Finance,4.0,Lecture,36.0,John Perfitt,20181,PPD
PPD-626,Public/Private and Mixed Enterprises Planning,2.0-4.0 units,Lecture,17.0,Allan Kotin,20181,PPD
PPD-627,Design Skills for Urban Planners,4.0,Lecture,21.0,Elizabeth Falletta,20181,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,16.0,Mark Hanson,20181,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,11.0,Mark Hanson,20181,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,10.0,Bonnie Shrewsbury Barry Waite,20181,PPD
PPD-633,Urban Transportation Planning and Management,4.0,Lecture,29.0,Rajeev Seetharam,20181,PPD
PPD-641,"Leading Individuals, Groups and Teams",4.0,Lecture,22.0,Carol Geffner,20181,PPD
PPD-647,Finance of the Public Sector,4.0,Lecture,31.0,Michael Thom,20181,PPD
PPD-651,Seminar in the Administration of Local Government,4.0,Lecture,8.0,Carl Alameda,20181,PPD
PPD-651,Seminar in the Administration of Local Government,4.0,Lecture,15.0,Daniel Gecker,20181,PPD
PPD-655,Administrative Law and Public Management,4.0,Lecture,7.0,Tomson Ong,20181,PPD
PPD-665,Contemporary Issues in Philanthropy,4.0,Lecture,19.0,Jim Ferris,20181,PPD
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,23.0,Rick Culley,20181,PPD
PPD-677,International Development Administration,4.0,Lecture,11.0,Rym Kaki,20181,PPD
PPD-686,U.S. Immigration Policy,4.0,Lecture,8.0,Roberto Suro,20181,PPD
PPD-693,Communicating Public Policy,4.0,Lecture,21.0,Sherry Jeffe,20181,PPD
PPD-697,Cultural Proficiency in Health Management and Policy,2.0,Lecture,19.0,Lavonna Lewis,20181,PPD
PPD-700,Teaching Seminar,2.0,Lecture,8.0,Deborah Natoli,20181,PPD
PPD-706,Research Design,4.0,Lecture,14.0,Tridib Banerjee,20181,PPD
PPD-710b,Research Seminar,2.0,Lecture,8.0,Dowell Myers,20181,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,10.0,Jennifer Hsu,20181,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,6.0,Jennifer Hsu,20181,PPD
PPD-794a,Doctoral Dissertation,2.0,Lecture,1.0,Julie Zissimopoulos,20181,PPD
PPD-794b,Doctoral Dissertation,2.0,Lecture,10.0,Julie Zissimopoulos,20181,PPD
PPD-794c,Doctoral Dissertation,2.0,Lecture,1.0,Julie Zissimopoulos,20181,PPD
PPD-794d,Doctoral Dissertation,2.0,Lecture,8.0,Julie Zissimopoulos,20181,PPD
