Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,term,class_abbr
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,51357D,785.0,10:00-12:00pm,Friday,10.0,8.0,Glenn Melnick,20181,PPD
PPD-587,Risk Analysis,4.0 units,Lecture,51264R,1.0,2:00-5:20pm,Thursday,32.0,15.0,Detlof Von Winterfeldt,20181,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,51218D,1.0,-,,15.0,0.0,Allan Kotin Jennifer Hsu,20181,PPD
,,,Lecture,51226D,1.0,TBA,,23.0,11.0,Jennifer Hsu,20181,PPD
,,,Lecture,51227D,1.0,TBA,,20.0,0.0,Jennifer Hsu,20181,PPD
,,,Lecture,51303D,596.0,TBA,,10.0,0.0,Jennifer Hsu,20181,PPD
,,,Lecture,51405D,530.0,TBA,,10.0,0.0,Jennifer Hsu,20181,PPD
PPD-594a,Master&apos;s Thesis,2.0 units,Lecture,51228R,1.0,TBA,,10.0,0.0,,20181,PPD
PPD-594b,Master&apos;s Thesis,2.0 units,Lecture,51229R,1.0,TBA,,10.0,0.0,,20181,PPD
PPD-594z,Master&apos;s Thesis,0.0 units,Lecture,51230R,1.0,TBA,,10.0,0.0,,20181,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51291D,1.0,TBA,,20.0,2.0,Valerie Savior,20181,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,,,,,,20181,PPD
,Hot Topics in Health Policy,2.0,Lecture,51406D,564.0,TBA,,30.0,10.0,William Barcellona,20181,PPD
,"Race, Arts, and Placemaking",4.0,Lecture,51234R,1.0,9:00-12:20pm,Thursday,20.0,9.0,Annette Kim,20181,PPD
,Economics Analysis of Education Policy,4.0,Lecture,51241D,1.0,6:00-9:20pm,Wednesday,32.0,10.0,Andrew Mc Eachin,20181,PPD
,"Homegrown Violent Extremism: Perception, Prediction, and Policy",4.0,Lecture,51251R,1.0,6:00-9:20pm,Thursday,33.0,32.0,Erroll Southers,20181,PPD
,Local Government Policy and Governance,4.0,Lecture,51403D,530.0,TBA,,30.0,10.0,Rodney Gould,20181,PPD
PPD-600,Management of Managed Care Organizations,2.0 units,Lecture,51273D,61.0,TBA,,24.0,14.0,Barbara Ladon,20181,PPD
PPD-604,Seminar in Hospital Administration,4.0 units,Lecture,51276D,61.0,TBA,,25.0,16.0,Josh Hyatt,20181,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51777D,820.0,TBA,,30.0,23.0,Simran Sahny,20181,PPD
,,,Lecture,51780D,820.0,TBA,,30.0,14.0,Simran Sahny,20181,PPD
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,51293R,1.0,9:00-12:20pm,Thursday,20.0,0.0,Eric Heikkila,20181,PPD
,,,Lecture,51294R,1.0,9:00-12:20pm,Friday,18.0,16.0,Michael Nichol,20181,PPD
,,,Lecture,51295R,1.0,6:00-9:20pm,Tuesday,29.0,26.0,Marlon Boarnet,20181,PPD
,,,Lecture,51396D,597.0,-,,3.0,0.0,Eric Heikkila,20181,PPD
,,,Lecture,51397D,597.0,TBA,,4.0,2.0,Michael Nichol,20181,PPD
,,,Lecture,51398D,597.0,TBA,,1.0,0.0,Marlon Boarnet,20181,PPD
,,,Lecture,51473D,598.0,-,,3.0,0.0,Eric Heikkila,20181,PPD
,,,Lecture,51474D,598.0,TBA,,4.0,4.0,Michael Nichol,20181,PPD
,,,Lecture,51475D,598.0,TBA,,2.0,2.0,Marlon Boarnet,20181,PPD
PPD-616,Participatory Methods in Planning and Policy,4.0 units,Lecture,51233R,1.0,6:00-9:20pm,Monday,25.0,21.0,Katherine Perez,20181,PPD
PPD-620,General Plans,4.0 units,Lecture,51235R,1.0,6:00-9:20pm,Tuesday,32.0,12.0,Woodie Tescher,20181,PPD
PPD-623,Community Development and Site Planning,4.0 units,Lecture,51240R,1.0,2:00-5:20pm,Wednesday,32.0,13.0,Elizabeth Falletta,20181,PPD
PPD-625,Planning and Economic Development Finance,4.0 units,Lecture,51237R,1.0,6:00-9:20pm,Monday,40.0,36.0,John Perfitt,20181,PPD
PPD-626,Public/Private and Mixed Enterprises Planning,2.0-4.0 units,Lecture,51261R,61.0,TBA,,25.0,17.0,Allan Kotin,20181,PPD
PPD-627,Design Skills for Urban Planners,4.0 units,Lecture,51262R,1.0,6:00-9:20pm,Thursday,32.0,21.0,Elizabeth Falletta,20181,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0 units,Lecture,51202R,1.0,10:00-11:50am,Wednesday,16.0,16.0,Mark Hanson,20181,PPD
,,,Lecture,51203R,1.0,12:00-1:50pm,Wednesday,16.0,11.0,Mark Hanson,20181,PPD
,,,Lecture,51247R,61.0,TBA,,20.0,10.0,Bonnie Shrewsbury Barry Waite,20181,PPD
PPD-633,Urban Transportation Planning and Management,4.0 units,Lecture,51272R,1.0,6:00-9:20pm,Thursday,35.0,29.0,Rajeev Seetharam,20181,PPD
PPD-641,"Leading Individuals, Groups and Teams",4.0 units,Lecture,51450D,533.0,TBA,,22.0,22.0,Carol Geffner,20181,PPD
PPD-647,Finance of the Public Sector,4.0 units,Lecture,51288R,1.0,6:00-9:20pm,Wednesday,32.0,31.0,Michael Thom,20181,PPD
PPD-651,Seminar in the Administration of Local Government,4.0 units,Lecture,51231R,1.0,6:00-9:20pm,Thursday,32.0,8.0,Carl Alameda,20181,PPD
,,,Lecture,51466D,593.0,TBA,,25.0,15.0,Daniel Gecker,20181,PPD
PPD-655,Administrative Law and Public Management,4.0 units,Lecture,51289R,1.0,6:00-9:20pm,Tuesday,20.0,7.0,Tomson Ong,20181,PPD
PPD-656,Political Management: Theory and Applied Techniques,4.0 units,Lecture,51407D,530.0,-,,30.0,0.0,William Resh,20181,PPD
PPD-665,Contemporary Issues in Philanthropy,4.0 units,Lecture,51270R,1.0,2:00-5:20pm,Tuesday,20.0,19.0,Jim Ferris,20181,PPD
PPD-673,Strategic Planning in the Public Sector,4.0 units,Lecture,51248R,61.0,TBA,,25.0,23.0,Rick Culley,20181,PPD
PPD-675,Nonprofit Management and Leadership,4.0 units,Lecture,51271R,1.0,9:00-12:20pm,Tuesday,20.0,0.0,Nicolas Duquette,20181,PPD
PPD-677,International Development Administration,4.0 units,Lecture,51244R,1.0,6:00-9:20pm,Monday,32.0,11.0,Rym Kaki,20181,PPD
PPD-686,U.S. Immigration Policy,4.0 units,Lecture,51266R,1.0,6:00-9:20pm,Monday,32.0,8.0,Roberto Suro,20181,PPD
PPD-688,Business and Public Policy,4.0 units,Lecture,51232R,1.0,9:00-12:20pm,Thursday,25.0,0.0,Frank Zerunyan,20181,PPD
PPD-693,Communicating Public Policy,4.0 units,Lecture,51268R,1.0,2:00-5:20pm,Tuesday,32.0,21.0,Sherry Jeffe,20181,PPD
PPD-694,Coastal Policy and Planning,4.0 units,Lecture,51245R,1.0,6:00-9:20pm,Wednesday,32.0,0.0,James Fawcett,20181,PPD
PPD-697,Cultural Proficiency in Health Management and Policy,2.0 units,Lecture,51282D,1.0,6:00-7:50pm,Tuesday,25.0,19.0,Lavonna Lewis,20181,PPD
PPD-700,Teaching Seminar,2.0 units,Lecture,51292D,1.0,10:00-12:00pm,Monday,12.0,8.0,Deborah Natoli,20181,PPD
PPD-706,Research Design,4.0 units,Lecture,51249D,1.0,2:00-5:20pm,Monday,14.0,14.0,Tridib Banerjee,20181,PPD
PPD-710b,Research Seminar,2.0 units,Lecture,51284D,1.0,2:00-4:00pm,Tuesday,12.0,8.0,Dowell Myers,20181,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51252D,1.0,TBA,,10.0,10.0,Jennifer Hsu,20181,PPD
,,,Lecture,51253D,1.0,TBA,,10.0,6.0,Jennifer Hsu,20181,PPD
PPD-794a,Doctoral Dissertation,2.0 units,Lecture,51254D,1.0,TBA,,10.0,1.0,Julie Zissimopoulos,20181,PPD
PPD-794b,Doctoral Dissertation,2.0 units,Lecture,51255D,1.0,TBA,,12.0,10.0,Julie Zissimopoulos,20181,PPD
PPD-794c,Doctoral Dissertation,2.0 units,Lecture,51256D,1.0,TBA,,10.0,1.0,Julie Zissimopoulos,20181,PPD
PPD-794d,Doctoral Dissertation,2.0 units,Lecture,51257D,1.0,TBA,,10.0,8.0,Julie Zissimopoulos,20181,PPD
PPD-794z,Doctoral Dissertation,0.0 units,Lecture,51258D,1.0,TBA,,10.0,7.0,Julie Zissimopoulos,20181,PPD
PPDE-610,Population Health Management,2.0 units,Lecture,50905D,61.0,TBA,,25.0,17.0,Clyde Wesp Jr,20181,PPDE
PPDE-628,Introduction to Lean Health Care,2.0 units,Lecture,50911D,61.0,TBA,,20.0,16.0,Matthew Lazari,20181,PPDE
PPDE-630,Community Health Planning,4.0 units,Lecture,50907R,1.0,2:00-5:20pm,Wednesday,32.0,8.0,David Sloane,20181,PPDE
PPDE-634,"Methodology, Methods and Tools for Urban Sustainability",2.0-4.0 units,Lecture,50901R,1.0,9:00-12:20pm,Monday,32.0,22.0,Hilda Blanco,20181,PPDE
PPDE-635,Housing and Land Use in Rapidly Urbanizing Regions,4.0 units,Lecture,50903R,1.0,9:00-12:20pm,Tuesday,20.0,16.0,Annette Kim,20181,PPDE
PPDE-644,Land Use and Transportation Planning,4.0 units,Lecture,50904R,1.0,2:00-5:20pm,Monday,20.0,14.0,Genevieve Giuliano,20181,PPDE
PPDE-647,Civic Engagement in Governance,4.0 units,Lecture,50902R,1.0,2:00-5:20pm,Tuesday,32.0,9.0,Terry Cooper,20181,PPDE
PPDE-660,Environmental Policy Design and Analysis,2.0 units,Lecture,50906R,1.0,12:00-1:50pm,Tuesday,32.0,11.0,Adam Rose,20181,PPDE
PPDE-662,China from a US Policy Perspective,4.0 units,Lecture,50900R,1.0,9:00-12:20pm,Tuesday,32.0,0.0,Eric Heikkila,20181,PPDE
PPDE-664,Seminar in Social Justice and Public Policy,4.0 units,Lecture,50909R,1.0,2:00-5:20pm,Tuesday,20.0,10.0,Lisa Schweitzer,20181,PPDE
PPDE-665,Economic Impact Analysis: Methods and Applications,2.0 units,Lecture,50908R,1.0,12:00-1:50pm,Thursday,32.0,5.0,Adam Rose,20181,PPDE
PPDE-668,Applied Econometrics for Program Evaluation,4.0 units,Lecture,50910R,1.0,2:00-5:20pm,Thursday,32.0,18.0,Tj McCarthy,20181,PPDE
PPDE-680,Board Governance and Leadership,2.0 units,Lecture,50912R,1.0,6:00-9:20pm,Tuesday,25.0,13.0,Claire Peeps,20181,PPDE
PPDE-681,Fund Development for Nonprofit Organizations,4.0 units,Lecture,50913R,1.0,6:00-9:20pm,Wednesday,15.0,15.0,John Sonego,20181,PPDE
PPDE-683,Social Finance and Development,4.0 units,Lecture,50914R,1.0,2:00-5:20pm,Wednesday,25.0,10.0,Rym Kaki,20181,PPDE
PLUS-651,Applied Research Design and Inquiry,4.0 units,Lecture,51555D,1.0,TBA,,18.0,16.0,Deborah Natoli,20181,PLUS
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51550D,1.0,TBA,,30.0,1.0,,20181,PLUS
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51551D,1.0,TBA,,15.0,0.0,,20181,PLUS
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51552D,1.0,TBA,,10.0,4.0,,20181,PLUS
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51553D,1.0,TBA,,15.0,2.0,,20181,PLUS
PLUS-694z,"Planning, Design and Development Professional Dissertation",0.0 units,Lecture,51554D,1.0,TBA,,10.0,3.0,,20181,PLUS
RED-351,Land Use Regulation,4.0 units,Lecture,51666R,1.0,6:00-9:20pm,Wednesday,30.0,17.0,Nicole Kuklok-Waldman,20181,RED
RED-362,Real Estate Development Fundamentals,4.0 units,Lecture,51650R,1.0,10:00-11:50am,"Mon, Wed",55.0,55.0,Jorge De La Roca,20181,RED
,,,Lecture,51651R,1.0,10:00-11:50am,"Tue, Thu",55.0,48.0,Jorge De La Roca,20181,RED
RED-375,Real Estate Development Analysis,4.0 units,Lecture,51652R,1.0,10:00-11:50am,"Tue, Thu",25.0,22.0,John Loper,20181,RED
,,,Lecture,51663R,1.0,2:00-3:50pm,"Tue, Thu",36.0,36.0,John Loper,20181,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,,,,,,20181,RED
,Retail Properties,4.0,Lecture,51661R,1.0,6:00-9:20pm,Thursday,35.0,35.0,Bret Nielsen,20181,RED
,Residential Properties,4.0,Lecture,51662R,1.0,6:00-9:20pm,Thursday,30.0,0.0,,20181,RED
RED-417,History of Planning and Development,4.0 units,Lecture,51653R,1.0,10:00-11:50am,"Tue, Thu",60.0,59.0,Cara Mullio,20181,RED
RED-425,Designing Livable Communities,4.0 units,Lecture,51654R,1.0,12:00-1:50pm,"Tue, Thu",25.0,24.0,Elizabeth Falletta,20181,RED
,,,Lecture,51655R,1.0,2:00-3:50pm,"Tue, Thu",25.0,22.0,Elizabeth Falletta,20181,RED
,,,Lecture,51656R,1.0,4:00-5:50pm,"Mon, Wed",25.0,25.0,Todd Gish,20181,RED
,,,Lecture,51665R,1.0,6:00-9:50pm,Wednesday,25.0,13.0,Oscar Graham,20181,RED
RED-435,Analyzing Real Estate Markets,4.0 units,Lecture,51657R,1.0,12:00-1:50pm,"Mon, Wed",28.0,25.0,James Howard,20181,RED
,,,Lecture,51664R,1.0,10:00-11:50am,"Mon, Wed",28.0,23.0,Rebecca Morris,20181,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0 units,Lecture,51658D,1.0,6:00-9:20pm,Monday,40.0,34.0,Babak Ziai,20181,RED
RED-490,Directed Research,"1.0-8.0 units, max 12",Lecture,51660D,1.0,TBA,,10.0,0.0,Richard Green Jennifer Hsu,20181,RED
RED-510,Real Estate Practice and Principles,4.0 units,Lecture,51622R,38.0,6:00-9:30pm,Monday,30.0,15.0,Joel Bryant,20181,RED
RED-512,Real Estate Project Analysis,4.0 units,Lecture,51621D,38.0,6:00-9:30pm,Monday,30.0,18.0,Terri Dickerhoff,20181,RED
RED-545,Advanced Real Estate and Financial Modeling,2.0 units,Lecture,51600D,38.0,TBA,,20.0,18.0,Ehud Mouchly,20181,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0 units,Lecture,51601D,38.0,6:00-8:50pm,Tuesday,20.0,9.0,John Menne,20181,RED
,,,Lecture,51620D,38.0,2:00-4:50pm,Thursday,32.0,32.0,John Menne,20181,RED
,,,Lab,51602R,38.0,2:00-3:50pm,Tuesday,20.0,20.0,Iain Gulin,20181,RED
,,,Lab,51603R,38.0,4:00-5:50pm,Tuesday,20.0,20.0,Iain Gulin,20181,RED
RED-562,Legal Issues in Real Estate Development,4.0 units,Lecture,51605D,38.0,6:00-9:50pm,Wednesday,10.0,7.0,Kerry Fields,20181,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51607D,38.0,2:00-5:50pm,Monday,30.0,28.0,Carl Meyer Steven Kellenberg Kenneth R Long Shawn Godkin,20181,RED
,,,Lecture,51608D,38.0,6:00-9:50pm,Monday,20.0,11.0,Carl Meyer Steven Kellenberg Kenneth R Long Shawn Godkin,20181,RED
,,,Lab,51610R,38.0,TBA,,40.0,39.0,Shawn Godkin,20181,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,51612D,38.0,TBA,,10.0,2.0,Jennifer Hsu,20181,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",Lecture,51616D,38.0,12:00-1:50pm,Monday,30.0,28.0,Mott Smith,20181,RED
,,,Lecture,51617D,38.0,9:00-10:50am,Monday,30.0,30.0,John Drachman,20181,RED
,,,Lecture,51618D,38.0,6:00-7:50pm,Tuesday,30.0,27.0,Christopher Payne,20181,RED
,,,Lecture,51626D,38.0,6:00-7:50pm,Wednesday,20.0,0.0,Bruce Baltin,20181,RED
,,,Lecture,51627D,38.0,6:00-7:50pm,Thursday,27.0,27.0,Jeffrey Kreshek,20181,RED
HMGT-520,Leading People and Health Care Organizations,4.0 units,Lecture,51710D,820.0,TBA,,30.0,22.0,Gregory Chesley,20181,HMGT
,,,Lecture,51717D,820.0,TBA,,30.0,14.0,Wayne Sass,20181,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",2.0 units,Lecture,51711D,820.0,TBA,,30.0,18.0,Stanley Augustine,20181,HMGT
,,,Lecture,51719D,820.0,TBA,,30.0,20.0,Stanley Augustine,20181,HMGT
HMGT-565,Managing the Organization&apos;s Financial Health,4.0 units,Lecture,51720D,820.0,TBA,,30.0,26.0,Patrick Gless,20181,HMGT
,,,Lecture,51722D,820.0,TBA,,30.0,15.0,Samuel King,20181,HMGT
HMGT-570,Strategic Management,4.0 units,Lecture,51713D,820.0,TBA,,30.0,19.0,Joe Nihom,20181,HMGT
,,,Lecture,51723D,820.0,TBA,,30.0,14.0,Jeffrey West,20181,HMGT
HMGT-575,Managing and Improving Health,4.0 units,Lecture,51725D,820.0,TBA,,30.0,20.0,Micklyn Eppler,20181,HMGT
,,,Lecture,51726D,820.0,TBA,,30.0,18.0,Michael Harris,20181,HMGT
,,,Lecture,51727D,820.0,TBA,,30.0,19.0,Glenn Melnick,20181,HMGT
HMGT-600,Managing Risk,2.0 units,Lecture,51716D,820.0,TBA,,30.0,25.0,Gary Blackard,20181,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0 units,Lecture,51714D,820.0,TBA,,30.0,25.0,Nathan Degodt,20181,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0 units,Lecture,51715D,820.0,TBA,,30.0,25.0,Agatha King,20181,HMGT
PPD-225,Public Policy and Management,4.0 units,Lecture,51101D,1.0,10:00-11:50am,"Tue, Thu",50.0,50.0,Janna Rezaee,20173,PPD
,,,Lecture,51103D,1.0,6:00-9:20pm,Monday,95.0,90.0,Lori Glasgow,20173,PPD
PPD-227,Urban Planning and Development,4.0 units,Lecture,51100R,1.0,8:00-9:50am,"Mon, Wed",50.0,13.0,Dion Jackson,20173,PPD
PPD-240g,Citizenship and Public Ethics,4.0 units,Lecture,51140D,1.0,12:00-1:50pm,"Tue, Thu",50.0,48.0,William Resh,20173,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0 units,Lecture,51109D,1.0,10:00-11:50am,"Tue, Thu",97.0,97.0,Todd Gish,20173,PPD
,,,Lecture,51110D,1.0,10:00-11:50am,"Mon, Wed",97.0,97.0,Genevieve Giuliano,20173,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0 units,Lecture,51119R,1.0,4:00-5:50pm,"Tue, Thu",50.0,46.0,Lavonna Lewis,20173,PPD
PPD-301,PPD Practices: Internship Seminar,2.0 units,Lecture,51126D,1.0,6:30-8:20pm,Monday,40.0,25.0,Aggie Afarinesh,20173,PPD
,,,Lecture,51129D,1.0,6:30-8:20pm,Wednesday,40.0,12.0,Aggie Afarinesh,20173,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0 units,Lecture,51102R,1.0,6:00-9:20pm,Thursday,50.0,33.0,Bo Wen,20173,PPD
,,,Lecture,51107R,1.0,12:00-1:50pm,"Tue, Thu",50.0,47.0,Julie Zissimopoulos,20173,PPD
PPD-313,Finance of the Public Sector,4.0 units,Lecture,51113R,1.0,4:00-5:50pm,"Mon, Wed",32.0,32.0,Mark Phillips,20173,PPD
PPD-315,Analytic Foundations for Public Policy,4.0 units,Lecture,51106R,1.0,6:00-9:20pm,Tuesday,32.0,25.0,Pamela McCann,20173,PPD
PPD-318,Financial Accounting in Public and Non-Profit Organizations,4.0 units,Lecture,51115R,1.0,6:00-9:20pm,Monday,32.0,16.0,Robert Smythe,20173,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0 units,Lecture,51108R,1.0,2:00-3:50pm,"Mon, Wed",32.0,18.0,Alice Chen,20173,PPD
PPD-330,Introduction to Health Care Systems,4.0 units,Lecture,51117R,1.0,9:00-12:20pm,Friday,32.0,14.0,Glenn Melnick,20173,PPD
PPD-342,Crime and Public Policy,4.0 units,Lecture,51118R,1.0,6:00-9:20pm,Tuesday,38.0,33.0,Tomson Ong,20173,PPD
PPD-353,Philanthropy and Social Change,4.0 units,Lecture,51152R,1.0,6:00-9:20pm,Thursday,32.0,15.0,Cam Vu,20173,PPD
PPD-357,Government and Business,4.0 units,Lecture,51137R,1.0,8:00-9:50am,"Tue, Thu",30.0,0.0,Elizabeth Graddy,20173,PPD
,,,Lecture,51139R,1.0,10:00-11:50am,"Mon, Wed",32.0,31.0,Michael Thom,20173,PPD
PPD-360,Urban Transportation Planning and Policy,4.0 units,Lecture,51116R,1.0,6:00-9:20pm,Tuesday,32.0,16.0,Michael Kodama,20173,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0 units,Lecture,51123R,1.0,4:00-5:50pm,"Mon, Wed",40.0,32.0,Cara Esposito,20173,PPD
PPD-373,Public Policy and Planning Analysis,4.0 units,Lecture,51112R,1.0,12:00-1:50pm,"Mon, Wed",40.0,27.0,Tj McCarthy,20173,PPD
,,,Lecture,51114R,1.0,2:00-3:50pm,"Mon, Wed",32.0,19.0,Nathan Hutson,20173,PPD
PPD-413,Administration of Health Care Organizations,4.0 units,Lecture,51147R,1.0,12:00-1:50pm,"Mon, Wed",32.0,15.0,Philip Dalton,20173,PPD
PPD-424,Art and the City,4.0 units,Lecture,51131R,1.0,10:00-11:50am,"Tue, Thu",20.0,0.0,Elizabeth Halkett,20173,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0 units,Lecture,51120D,1.0,10:00-11:50am,"Mon, Wed",30.0,26.0,Donald Spivack,20173,PPD
,,,Lecture,51128D,1.0,6:00-9:20pm,Wednesday,30.0,23.0,Ben Feingold,20173,PPD
PPD-438,Local Economic Development,4.0 units,Lecture,51121R,1.0,2:00-5:20pm,Friday,32.0,0.0,Deepak Bahl,20173,PPD
PPD-439,Housing and Community Development,4.0 units,Lecture,51132R,1.0,6:00-9:20pm,Wednesday,57.0,39.0,Jennifer Thomas,20173,PPD
PPD-478,Social Innovation,4.0 units,Lecture,51125R,1.0,12:00-1:50pm,"Tue, Thu",40.0,36.0,Alexandra Graddy-Reed,20173,PPD
PPD-485m,U.S. Immigration Policy,4.0 units,Lecture,51127R,1.0,6:00-9:20pm,Wednesday,32.0,14.0,Cynthia Lucas,20173,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,51135D,1.0,TBA,TBA,10.0,1.0,Jennifer Hsu,20173,PPD
PPD-497a,Senior Thesis,2.0 units,Lecture,51146D,1.0,TBA,TBA,10.0,7.0,Julie Zissimopoulos,20173,PPD
PPD-500,Intersectoral Leadership,2.0 units,Lecture,51201R,1.0,12:00-1:50pm,Tuesday,25.0,11.0,Frank Zerunyan,20173,PPD
,,,Lecture,51202R,1.0,6:00-7:50pm,Wednesday,20.0,19.0,Frank Zerunyan,20173,PPD
,,,Lecture,51204R,61.0,TBA,TBA,20.0,0.0,,20173,PPD
,,,Lecture,51460D,593.0,TBA,TBA,75.0,24.0,"William Leach, Dian Johnson Harrison",20173,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0 units,Lecture,51300R,595.0,6:00-9:20pm,Tuesday,250.0,145.0,Mark Phillips,20173,PPD
,,,Lecture,51301R,595.0,6:00-9:20pm,Monday,250.0,114.0,Antonio Bento,20173,PPD
,,,Lecture,51432D,563.0,TBA,TBA,30.0,18.0,Robert Ingenito,20173,PPD
PPD-501b,"Economics for Policy, Planning and Development",2.0 units,Lecture,51304R,596.0,6:00-9:20pm,Tuesday,250.0,105.0,Mark Phillips,20173,PPD
,,,Lecture,51305R,596.0,6:00-9:20pm,Monday,250.0,61.0,Antonio Bento,20173,PPD
,,,Lecture,51430D,564.0,TBA,TBA,30.0,18.0,Robert Ingenito,20173,PPD
PPD-502x,Statistical Foundations for Public Management and Policy,2.0 units,Lecture,51395R,597.0,6:00-7:50pm,Thursday,70.0,65.0,Vi-Nhuan Le,20173,PPD
,,,Lecture,51461D,593.0,TBA,TBA,60.0,17.0,John Calanni,20173,PPD
PPD-508,Health Care Operations Improvement,3.0 units,Lecture,31508D,48.0,6:40-9:20pm,Wednesday,42.0,37.0,David Belson,20173,PPD
,,,Lecture,31708D,34.0,6:40-9:20pm,Wednesday,10.0,6.0,David Belson,20173,PPD
PPD-509,Problems and Issues in the Health Field,4.0 units,Lecture,51214D,61.0,TBA,TBA,28.0,17.0,Lavonna Lewis,20173,PPD
,,,Lecture,51272D,1.0,2:00-5:20pm,Wednesday,30.0,29.0,Philip Dalton,20173,PPD
,,,Lecture,51275D,1.0,6:00-9:20pm,Wednesday,30.0,28.0,Howard Greenwald,20173,PPD
PPD-511,Health Information Systems,2.0 units,Lecture,51775D,820.0,TBA,TBA,25.0,21.0,Michael Palacios,20173,PPD
,,,Lecture,51776D,820.0,TBA,TBA,25.0,10.0,Michael Palacios,20173,PPD
PPD-513,Legal Issues in Health Care Delivery,2.0 units,Lecture,51290D,61.0,TBA,TBA,38.0,38.0,Ralph Oyaga,20173,PPD
,,,Lecture,51291D,1.0,6:30-8:40pm,Tuesday,32.0,32.0,Ian Spatz,20173,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0 units,Lecture,51271D,1.0,6:00-9:20pm,Monday,38.0,37.0,Lannie Tonnu,20173,PPD
,,,Lecture,51500D,1.0,6:00-9:20pm,Tuesday,38.0,32.0,John Raffoul,20173,PPD
PPD-518,Quality of Care Concepts,2.0 units,Lecture,51778D,820.0,TBA,TBA,25.0,23.0,Paveljit Bindra,20173,PPD
,,,Lecture,51779D,820.0,TBA,TBA,25.0,18.0,Paveljit Bindra,20173,PPD
PPD-524,Planning Theory,2.0 units,Lecture,51332R,596.0,4:00-5:50pm,"Tue, Thu",65.0,64.0,Dowell Myers,20173,PPD
PPD-529,Legal Environment of Planning,2.0 units,Lecture,51309R,595.0,6:00-9:20pm,Thursday,60.0,52.0,Nicole Kuklok-Waldman,20173,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51213D,1.0,2:00-5:20pm,Thursday,20.0,10.0,Todd Gish,20173,PPD
,,,Lecture-Lab,51241D,1.0,9:00-12:20pm,Thursday,20.0,18.0,Donald Spivack,20173,PPD
,,,Lecture-Lab,51212D,1.0,6:00-9:20pm,Wednesday,21.0,12.0,Marissa Aho,20173,PPD
PPD-533,Planning History and Urban Form,2.0 units,Lecture,51331R,595.0,4:00-5:50pm,"Tue, Thu",60.0,57.0,David Sloane,20173,PPD
PPD-540,Public Administration and Society,4.0 units,Lecture,51215R,1.0,2:00-5:20pm,Tuesday,32.0,32.0,Terry Cooper,20173,PPD
,,,Lecture,51219R,1.0,2:00-5:20pm,Monday,40.0,40.0,Janna Rezaee,20173,PPD
,,,Lecture,51245R,1.0,TBA,TBA,18.0,0.0,,20173,PPD
,,,Lecture,51252R,1.0,6:00-9:20pm,Monday,39.0,37.0,Yan Tang,20173,PPD
,,,Lecture,51421D,530.0,TBA,TBA,30.0,10.0,William Resh,20173,PPD
,,,Lecture,51462D,593.0,TBA,TBA,60.0,24.0,"Tara Blanc, Matthew Wheeler",20173,PPD
PPD-541,Public Financial Management and Budgeting,4.0 units,Lecture,51472D,593.0,TBA,TBA,72.0,70.0,"Elena Maggioni, Ryan Vaughan, Gentian Droboniku",20173,PPD
PPD-542,Policy and Program Evaluation,4.0 units,Lecture,51207R,1.0,6:00-9:20pm,Tuesday,30.0,30.0,Gregory Midgette,20173,PPD
